Label,statement,subjects,speaker_name,speaker_job,speaker_state,speaker_affiliation,statement_context
true,Federal spending is the highest its been as a share of our economy in 60 years (and) revenue is the lowest its been as a share of our economy in 60 years.,economy$federal-budget$taxes$abc-news-week,kent-conrad,U.S. Senator,North Dakota,democrat,an interview on ABC's This Week with Christiane Amanpour
false,Says the City of Portland alone has 84 public relation representatives on payroll which cost taxpayers over $6.2 million (a year).,city-government$government-efficiency,taxpayer-association-oregon,political action committee,Oregon,none,a newsletter
true,Colorado raked in $60 million in marijuana taxes and licensing fees in the past year.,drugs$legal-issues$marijuana$taxes,james-aubin,,Rhode Island ,activist,a newspaper commentary
false,Says in 1944 we were in debt more than twice as much as we are now.,deficit$economy$federal-budget,rush-holt,,,democrat,a telephone town hall meeting
mostly-true,We spent $3-million of your money to study the DNA of bears.,federal-budget,john-mccain,U.S. senator,Arizona,republican,"Orange County, Calif."
false,Only one president has ever cut Medicare for seniors in this country . . . Barack Obama.,medicare,mitt-romney,Former governor,Massachusetts,republican,a Republican presidential primary debate
mostly-true,"Says out of 588 school districts, we give 31 (former Abbott) districts 70 percent of the aid.",education,chris-christie,Governor of New Jersey,New Jersey,republican,a forum at the University of Notre Dame
mostly-true,Michele Bachmanns legislative record is offering failed amendments.,candidates-biography$voting-record,tim-pawlenty,,,republican,a statement from the campaign
mostly-true,Says legislation pending in the House would effectively limit or eliminate time-and-a-half for people who work overtime.,labor$small-business$workers,armond-budish,Minority leader in the Ohio House of Representatives,Ohio,democrat,a letter to editor in The Plain Dealer
true,"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",taxes,barack-obama,President,Illinois,democrat,a TV ad.
false,"Over 200 years ago, the United States had declared war on Islam, and Thomas Jefferson led the charge!",history$military$religion,chain-email,,,none,a chain email
false,Says President Obamas decision to not issue a permit for the Keystone XL pipeline meant we were denied the ability immediately to reduce prices at the pump.,climate-change$economy$energy$gas-prices,mike-dovilla,State representative,Ohio,republican,a letter to the editor
false,The United States regulations are among the most difficult in the world.,economy$environment$health-care$market-regulation,rick-scott,Governor,Florida,republican,a press release
half-true,"Texas ranks: #1 in worker deaths, #1 carbon emissions, #50 in high school graduates, #50 in funding for mental health patients.",climate-change$education$energy$environment$health-care$states$workers,facebook-posts,Social media posting,,none,a fake Rick Perry 2016 poster.
false,"Says CIA Director George Tenet told the Bush administration that the Sept. 11, 2001, terrorist attack was coming. So they did have advanced notice.",terrorism,donald-trump,President-Elect,New York,republican,an interview on CNN's New Day
false,"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies.",jobs$legal-issues$women,christine-sinicki,State Representative 20th District,Wisconsin,democrat,a legislative floor speech
barely-true,"When Tim Kaine was governor, spending soared, blowing holes in the budget every year.",job-accomplishments$message-machine-2012$state-budget$state-finances,crossroads-gps,Conservative advocacy group,,republican,a TV ad.
true,"And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001.",jobs,chris-christie,Governor of New Jersey,New Jersey,republican,an interview on MSNBC’s Morning Joe
half-true,Says Arizona congressional candidate Ray Strauss is a Champion of Big Government for his votes to raise taxes while on the local city council.,taxes,sarah-palin,,Alaska,republican,a Facebook post
mostly-true,U.S. Embassy Celebrates Americas Independence on June 4th in Order to Accommodate Muslims.,foreign-policy$religion,blog-posting,,,none,social media posts
barely-true,The climate-change agreement between the United States and China requires the Chinese to do nothing at all for 16 years.,china$climate-change$environment$foreign-policy,mitch-mcconnell,Senate minority leader,Kentucky,republican,a media availability
barely-true,Says Washingtons reach extends to even telling us what kind of light bulb we can use.,legal-issues$market-regulation$technology,rick-perry,Governor,Texas,republican,a book.
mostly-true,"Texas has 600,000 registered voters who dont have the kind of photo ID needed to vote.",elections$history$states,tom-smitty-smith,"director, Texas office, Public Citizen",Texas,none,a commentary published in the Austin American-Statesman
true,There are already more American jobs in the solar industry than in coal mining.,climate-change$energy$environment$jobs,sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,a newspaper commentary
false,Wisconsin is on pace to double the number of layoffs this year.,jobs,katrina-shankland,State representative,Wisconsin,democrat,a news conference
half-true,People committed involuntarily for 72 hours under the Baker Act will get their guns back automatically and immediately upon discharge....and their commitment is never entered into a background check database.,guns$health-care,mike-ryan,mayor,Florida,democrat,a column in a political blog
extremely-false,Says Wendys founder Dave Thomas left the state literally on his deathbed to avoid the estate tax.,taxes,jay-hottinger,State representative,Ohio,republican,a radio interview
barely-true,The projected $1.8 billion state budget shortfall for 2015-17 actually comes from an assumption based on zero growth. That just doesnt happen.,state-budget$state-finances,scott-walker,Milwaukee County Executive,Wisconsin,republican,a debate
mostly-true,Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partial-birth abortion.,abortion,michele-bachmann,Congresswoman,Minnesota,republican,a Republican presidential primary debate
false,Says eight Americans died in a knife attack at a Minnesota mall.,guns$terrorism,tom-tancredo,U.S. representative,Colorado,republican,a fundraising email 
half-true,It was Dan Sullivan who wrote a bill to cut Alaskans out of those decisions about where they can hunt and fish.,congress$elections$environment$government-regulation$campaign-advertising,put-alaska-first-pac,political action committee,Alaska,none,a television ad
half-true,Large parts of Florida have experienced years of below average rainfall.,environment,associated-industries-florida,,Florida,organization,a press release
mostly-true,"Democrats already agreed to a deal that Republicans wanted, that Eric Cantor said would be a win.",federal-budget$pundits,bill-burton,"Managing director, Global Strategy Group",,democrat,an appearance on CNN's Crossfire
true,"As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man.",job-accomplishments,alex-sink,,Florida,democrat,a fundraising e-mail to supporters
half-true,"On the economic troubles of 2008, really the match that lit this fire was Fannie Mae and Freddie Mac.",economy,john-mccain,U.S. senator,Arizona,republican,"Nashville, Tenn."
extremely-false,Says Land Commissioner Jerry Patterson threatened to shoot him.,guns,hector-uribe,Attorney,Texas,democrat,a press release
true,"Virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to Gov. Bob McDonnells political agenda.",abortion$state-budget,naral-pro-choice-america,,,organization,a web video.
true,Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.,climate-change$environment,rush-holt,,,democrat,a campaign ad
mostly-true,"Under the Arizona immigration law, police are required to check immigration status if someone's lawn is overgrown or if a dog is barking too loudly.",immigration$legal-issues,kyrsten-sinema,State Representative,Arizona,democrat,an interview on MSNBC's 'Countdown with Keith Olbermann'
